	AHR	ARID3A	ARID5B	ARNT	ASCL2	ATF3	ATF4	ATF5	BATF	BATF3	BBX	BCL11A	BHLHE41	CEBPD	CEBPG	CEBPZ	CREB3	CREB3L2	CREM	CUX1	DBP	DDIT3	DNMT1	DNTTIP1	EGR2	EPAS1	ETS2	ETV5	ETV6	FOS	FOXN2	FOXO3	GTF2B	GTF3A	HBP1	HES6	HIF1A	HLX	HMG20A	HMG20B	HMGA1	HMGN3	IRF1	IRF2	IRF3	IRF5	IRF7	IRF8	IRF9	JUN	JUNB	JUND	KLF10	KLF3	KLF6	LCORL	LYL1	MAFB	MAFF	MECP2	MEF2A	MITF	MSANTD3	MSC	MTF1	MXD1	MXD4	NFAT5	NFE2L1	NFE2L2	NFIC	NFKB1	NFKB2	NR1H3	NR3C1	PKNOX1	PLSCR1	POGK	POU2F2	PPARG	RBPJ	REL	RELA	RELB	RREB1	RUNX1	SNAI3	SOX4	SP3	STAT1	STAT2	STAT3	STAT4	STAT5A	TCF4	TCF7L2	TFDP2	TFEB	TFEC	TGIF1	THAP1	TSC22D1	XBP1	XPA	YBX1	YBX3	YY1	ZBTB43	ZEB2	ZHX1	ZNF143	ZNF22	ZNF267	ZNF274	ZNF281	ZNF32	ZNF322	ZNF37A	ZNF385A	ZNF394	ZNF444	ZNF524	ZNF580	ZNF677	ZNF75A	ZNF780A
Nicotinate_and_nicotinamide_metabolism																									BST1 PNP		CD38 NAMPT QPRT														BST1 NAMPT PNP		CD38 NT5C3A QPRT						CD38 NT5C3A		BST1 NT5C3A							BST1 NAMPT			BST1 PNP QPRT									BST1 CD38 QPRT				BST1 NAMPT PNP	CD38 NAMPT	BST1 CD38 NAMPT NT5C3A QPRT				CD38 NT5C3A PNP QPRT	BST1 CD38 QPRT									CD38 NT5C3A QPRT	CD38 NAMPT NT5C3A	CD38 NAMPT QPRT	CD38 NAMPT NT5C3A		CD38 NAMPT NT5C3A			CD38 NAMPT																CD38 NT5C3A												
Nitrogen_metabolism																									CA2 GLUL					CA2 GLUL																												CA2 GLUL												ASNS CA2 GLUL																									ASNS CA2 GLUL																															
Notch_signaling_pathway																																																																																														CIR1 RBPJ																																
Nucleotide_excision_repair																																																										ERCC1 POLE4 XPC																																																																				
Oocyte_meiosis																																																		CALM1 PTTG1 YWHAH YWHAQ																																				CALM1 CALM3																																								
Osteoclast_differentiation		IFNGR2 SQSTM1 STAT1 TREM2			ACP5 IFNGR2 LILRB1 SOCS3 STAT1 TREM2	CYBB IFNGR1 IL1B JUN JUNB LILRA1	LILRB2 LILRB4 NCF1	LILRA2 LILRB1 LILRB4 NCF1		ACP5 CSF1 IFNGR2 IL1B LILRA1 LILRB1 LILRB2 LILRB4 NFKB1 NFKBIA SOCS3 TREM2		CSF1 CSF1R CYBB FCGR3A FOS IFNGR1 JUNB SQSTM1 STAT1 TREM2		FCGR1A FCGR3A LILRA2							CYBB IL1B LILRB2 LILRB4 NFKB1 NFKBIA			NCF1 TREM2	CSF1 IFNGR1 JUN JUNB LILRA2 NCF2		ACP5 CSF1R CYBB FCGR2A FCGR2B FCGR3A IFNGR1 IFNGR2 IL1B LILRA2 LILRB2 NFKB1 NFKBIA SOCS3 TREM2	FCGR1A FCGR2B FCGR3A LILRB4 NCF2		CSF1R CYBB FCGR3A JUN NCF1 NCF2 NFKB2 NFKBIA PPARG STAT1 TREM2							IFNGR2 IL1B LILRB4 SOCS3 STAT2			CSF1 FCGR1A FCGR3A IFNGR1	CSF1 CYBB FCGR1A FCGR2A FCGR3A IFNGR1 IL1B JUNB LILRA1 LILRA2 NCF1 NCF2 NFKBIA PPARG TREM2		ACP5 FCGR2A IFNGR2 JUNB LILRA1 LILRB1 LILRB2 LILRB4 PPARG SOCS3 SQSTM1 STAT1 STAT2		CSF1R FCGR2B IFNGR1 NFKBIA	ACP5 JUNB PPARG STAT1 STAT2 TREM2	ACP5 IFNGR2 JUNB LILRA1 LILRB4 PPARG SOCS3 SQSTM1 STAT1 STAT2		ACP5 IFNGR2 JUNB PPARG SOCS3 STAT1 STAT2 TREM2	CSF1 FCGR2B FOS NCF2	CSF1 FCGR3A FOS IFNGR1 LILRA1 NCF1 SOCS3 SQSTM1 STAT1				FCGR2A LILRB2 LILRB4 NCF1 NCF2 NFKB1 NFKBIA	FCGR1A FCGR3A IFNGR1 LILRA1 TREM2	CYBB FCGR1A TREM2	CSF1 CSF1R FCGR2A FCGR3A IFNGR1 JUNB LILRA2 NCF2			CSF1 CTSK CYBB FCGR2A FCGR3A IFNGR1 IL1B LILRA2 LILRB2 NFKBIA PPARG TREM2	IFNGR2 LILRB1 SQSTM1 STAT1		ACP5 NCF1 SOCS3 TREM2	ACP5 FCGR2A NCF1			CYBB IFNGR1 IL1B	CSF1 CSF1R IFNGR1 JUNB	ACP5 CSF1R CYBB FCGR2A FCGR3A IFNGR1 IFNGR2 LILRB1 LILRB2 LILRB4 NCF1 NFKB1 NFKB2 NFKBIA PPARG SOCS3 SQSTM1			IFNGR2 LILRB4 NFKB1 NFKB2 NFKBIA SOCS3 SQSTM1 STAT1	CSF1 CTSK CYBB FCGR2A FCGR2B FCGR3A IFNGR1 IL1B JUNB LILRA2 NCF2	ACP5 CYBB FCGR2A FCGR2B FOS IFNGR2 IL1B JUN LILRB1 LILRB2 NCF1 NFKBIA	ACP5 CSF1R CYBB FCGR2A FCGR2B FCGR3A IFNGR1 IFNGR2 IL1B LILRA2 LILRB1 LILRB2 LILRB4 NCF1 NCF2 NFKB1 NFKB2 NFKBIA PPARG SOCS3 STAT2 TREM2			ACP5 CSF1R CYBB FCGR3A IFNGR1 IFNGR2 IL1B JUN LILRA1 LILRB1 LILRB2 NCF2 SOCS3	ACP5 FCGR2A FOS IFNGR2 LILRB4 NCF1 NFKB2 NFKBIA SOCS3 STAT1 TREM2	CYBB FCGR2B IFNGR2 IL1B LILRB1 LILRB2	CSF1 CYBB JUNB NFKB2 NFKBIA	IFNGR2 JUNB LILRB1 NCF1 NFKBIA PPARG SOCS3 SQSTM1 STAT1 TREM2	LILRB4 NFKBIA					CSF1 IFNGR1 JUN NCF2	ACP5 FCGR2A FOS IFNGR2 JUNB LILRA1 LILRB1 LILRB2 LILRB4 NCF1 NFKB2 NFKBIA PPARG SOCS3 SQSTM1 STAT2 TREM2	ACP5 FCGR2A LILRA1 LILRB1 LILRB2 LILRB4 NCF1 NFKBIA PPARG SQSTM1 STAT1 STAT2	ACP5 IFNGR2 IL1B LILRB4 NFKB2 PPARG SOCS3 SQSTM1 STAT1 STAT2	ACP5 IFNGR2 IL1B JUN LILRB4 NCF2 NFKB2 NFKBIA PPARG	IFNGR1 IL1B JUNB STAT1	ACP5 FCGR2A FCGR3A JUNB LILRA2 LILRB4 NCF1 NFKBIA PPARG SQSTM1			ACP5 CTSK FCGR3A IFNGR2 IL1B NFKB1				ACP5 CSF1 JUNB LILRA1 NCF2 TREM2			ACP5 FCGR1A IL1B NCF1 NCF2 NFKBIA STAT1 TREM2					IL1B SOCS3	CSF1 IFNGR1 JUN			IFNGR2 LILRB4 SOCS3			FCGR2B NFKBIA			IFNGR2 NCF1 NFKB2 PPARG SOCS3	ACP5 IFNGR2 LILRB1 LILRB2 NCF1 NFKBIA SQSTM1					
Oxidative_phosphorylation				COX5B MT-ND2 NDUFB6			COX5B MT-ATP6 MT-CO3 MT-ND2 MT-ND4 MT-ND5	MT-ATP6 MT-CO3 MT-CYB MT-ND2 MT-ND4 MT-ND5 NDUFB9																MT-ATP6 MT-CYB MT-ND4																						MT-ATP6 MT-CO3 MT-CYB MT-ND4 MT-ND5	ATP6V1D MT-ATP6 MT-CO3 MT-CYB MT-ND2 MT-ND4 MT-ND5 PPA1		MT-ATP6 MT-CO3 MT-CYB MT-ND2 MT-ND4 MT-ND5 PPA1															MT-ATP6 MT-CO3 MT-CYB MT-ND5 NDUFB9			MT-ATP6 MT-ND2 MT-ND4 MT-ND5										ATP6V1D MT-ATP6 MT-CO3 MT-CYB MT-ND2 MT-ND4 MT-ND5 NDUFB9														MT-ATP6 MT-CO3 MT-CYB MT-ND2 MT-ND4 MT-ND5									COX5B NDUFB6 NDUFB9					ATP5G3 MT-ATP6 MT-CO3 MT-CYB MT-ND2 MT-ND4 MT-ND5 NDUFB9																					
PPAR_signaling_pathway	FABP3 NR1H3 OLR1			ACSL1 FABP3 OLR1			ACSL1 CD36		FABP5 GK	ACSL1 ACSL4 CD36 CYP27A1 FABP3 FABP4 GK LPL OLR1 UBC	ACOX2 LPL	CYP27A1 DBI FABP4 NR1H3 PLTP SCD UBC									CD36 CYP27A1 UBC					ACOX2 DBI	ACSL1 ACSL4 CD36 DBI FABP3 GK OLR1 SCD UBC			CD36 DBI FABP3 FABP5 PPARG SCD		ACOX2 FABP5 GK LPL PPARG	DBI FABP5	FABP5 PPARG UBC			ACSL1 FABP3 FABP5 GK OLR1 PCK2	FABP4 OLR1		CYP27A1 LPL UBC	ACOX2 CYP27A1 DBI FABP3 FABP4 FABP5 GK LPL NR1H3 OLR1 PPARG	ACSL4 LPL UBC	ACSL1 CD36 FABP3 FABP4 FABP5 GK PPARG			ACOX2 CD36 FABP4 PPARG	ACOX2 ACSL1 ACSL4 CD36 FABP4 PPARG UBC		ACOX2 CD36 CYP27A1 FABP4 FABP5 PPARG UBC		CD36 FABP4 FABP5 NR1H3			DBI FABP5							ACOX2 DBI FABP3 GK NR1H3 OLR1 PCK2 PPARG SCD UBC	FABP4 FABP5			ACSL1 OLR1			OLR1 SCD		ACOX2 ACSL1 CD36 FABP3 FABP5 GK OLR1 PCK2 PPARG UBC			ACOX2 ACSL1 CD36 DBI FABP5 GK PCK2		DBI FABP3 FABP4 FABP5 OLR1 SCD UBC	ACOX2 ACSL1 CD36 DBI FABP3 FABP4 FABP5 GK OLR1 PCK2 PPARG UBC	DBI FABP4 FABP5		ACOX2 ACSL1 ACSL4 FABP4 FABP5 GK OLR1 PCK2 UBC	ACOX2 CD36 FABP3 FABP4 FABP5	ACSL4 CD36 GK NR1H3 OLR1 SCD		ACOX2 CD36 DBI FABP5 PPARG					CD36 CYP27A1 DBI LPL		ACOX2 CD36 CYP27A1 DBI FABP4 FABP5 PPARG	ACSL1 ACSL4 CD36 CYP27A1 FABP4 PPARG	ACOX2 DBI GK PPARG	ACSL1 ACSL4 DBI FABP3 GK PCK2 PPARG			ACOX2 LPL	FABP5 LPL	ACSL1 FABP3 GK PCK2 UBC				ACSL4 CYP27A1 DBI LPL NR1H3			CYP27A1 DBI FABP3 FABP5 GK OLR1			DBI UBC									NR1H3 OLR1			ACOX2 CD36 FABP5 OLR1 PCK2 PPARG UBC			FABP5 PPARG	CD36 OLR1	FABP3 NR1H3	
Parkinson's_disease	COX5B LRRK2 NDUFB9			COX5B MT-ND2 NDUFB6			COX5B MT-ATP6 MT-CO3 MT-ND2 MT-ND4 MT-ND5	MT-ATP6 MT-CO3 MT-CYB MT-ND2 MT-ND4 MT-ND5 NDUFB9 SLC25A5 SNCA				ATP5G3 COX5B CYCS NDUFB6 NDUFB9 UBE2L6				CYCS SNCA								MT-ATP6 MT-CYB MT-ND4		ATP5G3 UCHL1								CYCS LRRK2 SLC25A5 UCHL1				LRRK2 SLC25A5 UCHL1								MT-ATP6 MT-CO3 MT-CYB MT-ND4 MT-ND5 UBE2L6	MT-ATP6 MT-CO3 MT-CYB MT-ND2 MT-ND4 MT-ND5 SLC25A5 UBE2L6		MT-ATP6 MT-CO3 MT-CYB MT-ND2 MT-ND4 MT-ND5 SLC25A5 UBE2L6				ATP5G3 CYCS NDUFB6 SLC25A5		ATP5G3 MT-ND2 NDUFB6 SLC25A5			ATP5G3 COX5B CYCS NDUFB6 NDUFB9 SLC25A5 SNCA			ATP5G3 COX5B CYCS LRRK2 NDUFB6 NDUFB9 SLC25A5 UCHL1			MT-ATP6 MT-CO3 MT-CYB MT-ND5 NDUFB9 SNCA	LRRK2 SLC25A5 UCHL1		MT-ATP6 MT-ND2 MT-ND4 MT-ND5							ATP5G3 COX5B CYCS LRRK2 NDUFB6 SLC25A5 SNCA UCHL1			MT-ATP6 MT-CO3 MT-CYB MT-ND2 MT-ND4 MT-ND5 NDUFB9 UCHL1			CYCS MT-CO3 MT-ND2 NDUFB6 NDUFB9 SLC25A5 UCHL1											MT-ATP6 MT-CO3 MT-CYB MT-ND2 MT-ND4 MT-ND5 UBE2L6									COX5B NDUFB6 NDUFB9	SLC25A5 UCHL1				ATP5G3 MT-ATP6 MT-CO3 MT-CYB MT-ND2 MT-ND4 MT-ND5 NDUFB9 SLC25A5 UCHL1						ATP5G3 CYCS NDUFB6															
Pathogenic_Escherichia_coli_infection						CD14 TUBA1A TUBA4A YWHAQ					TUBA1A TUBA1B	ACTB CD14 TUBA4A YWHAQ						TUBA1A TUBA1B TUBB2A					ACTB ACTG1 NCL TUBA1A TUBA1B TUBB TUBB4B		ACTG1 NCL TUBA1A TUBA1B TUBA4A TUBB4B YWHAQ			ACTB ACTG1 CD14 TUBA1B TUBA4A TUBB YWHAQ		ACTG1 CD14 TUBB2A TUBB4B		ACTB ACTG1 TUBA1A TUBA1B TUBB TUBB2A TUBB4B YWHAQ								ACTG1 CD14 TUBA1A TUBA1B TUBA4A TUBB TUBB4B YWHAQ	ACTB ACTG1 CD14 NCL TUBA1B TUBA4A TUBB TUBB2A YWHAQ	ACTB ACTG1 CD14 TUBA1A TUBB								NCL TUBA1A TUBB YWHAQ	CD14 CTNNB1 TUBA4A						ACTB NCL TUBA1B		TUBA4A TUBB YWHAQ		CD14 TUBA1B TUBA4A TUBB2A YWHAQ			CD14 CTNNB1					TUBA4A TUBB YWHAQ	CD14 TUBA1B TUBB2A TUBB4B YWHAQ				ACTB CD14 TUBA1B TUBA4A YWHAQ	CD14 TUBA1A TUBB					ACTB ACTG1 NCL TUBA1A TUBA1B TUBB2A TUBB4B			ACTB ACTG1 TUBA1B TUBB2A TUBB4B		ACTB TUBA1A TUBB					ACTB TUBA1A TUBA1B TUBB2A TUBB4B						ACTB ACTG1 TUBA1A	CD14 TUBA1A						ACTG1 NCL TUBA1A TUBA1B TUBB				NCL TUBB TUBB2A		TUBA4A TUBB TUBB4B		TUBA4A TUBB TUBB4B YWHAQ		ACTB ACTG1 TUBA1A TUBB TUBB4B						ACTB ACTG1						CD14 YWHAQ	TUBA1B TUBB4B
Pathways_in_cancer	CCND1 CSF1R MMP9 NCOA4 TCEB1					BID BIRC3 CCND1 CDKN1A CDKN2A CYCS GSTP1 HSP90AA1 HSP90AB1 JUN MMP9 NCOA4 RALB TCEB1						BIRC3 CCND1 CDKN1A CKS1B CSF1R CYCS FOS GSTP1 HSP90AA1 RALB STAT1				CDKN1A CYCS MDM2 RALB									CCND1 CDKN1A CKS1B CYCS GSTP1 HIF1A HSP90AA1 HSP90AB1 JUN RALB TCEB1			CCND1 CDKN1A CYCS HSP90AA1 HSP90AB1 HSP90B1 MMP9 NCOA4 TCEB1												CDKN1A CDKN2A HSP90AA1 HSP90AB1 NCOA4 TCEB2																													BIRC3 CCND1 CDKN1A CSF1R CYCS GSTP1 HSP90AA1 HSP90AB1									GSTP1 NFKB2				BIRC3 GSTP1 NFKB2 NFKBIA TCEB2															CDKN2A CKS1B HSP90AB1 MDM2						CYCS HSP90AA1 HSP90AB1 HSP90B1						CDKN1A CYCS HSP90AA1 HSP90AB1 TCEB1 TCEB2		CKS1B CYCS HSP90AA1 HSP90AB1 JUN TCEB1														CDKN1A CKS1B HSP90AA1 HSP90AB1 TCEB1	
Pentose_and_glucuronate_interconversions		AKR1B1 DCXR																																																																								AKR1B1 ALDH2 DCXR																																																				
Peroxisome			ACSL1 IDH2																							ACOX2 IDH2																																																					ACOX2 ACSL1 ACSL4 IDH2 SOD2																																															
Phagosome				HLA-DMB HLA-E MRC1 OLR1		C3 CD14 CTSS CYBB HLA-A HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 MARCO TLR2 TUBA1A TUBA4A	CD36 HLA-E NCF1				C3 TUBA1A TUBA1B	ACTB CD14 CORO1A CYBB FCGR3A MARCO MRC1 MSR1 TAP1 TFRC TUBA4A		C3 FCGR1A FCGR3A HLA-DMA MARCO OLR1 TUBA4A	CTSS HLA-DRA TFRC			CALR MSR1 TFRC TUBA1A TUBA1B TUBB2A				C3 CD14 CLEC7A CTSS CYBB HLA-DQB1 HLA-DRA TLR2	ACTB ACTG1 CORO1A MRC1 TUBA1A TUBA1B TUBB TUBB4B	CALR NCF1	ACTG1 C3 CTSS HLA-DQA1 MRC1 NCF2 TUBA1A TUBA1B TUBA4A TUBB4B		ATP6V1D CALR CD14 CD36 CLEC7A CYBB FCGR2A FCGR2B FCGR3A HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 MARCO OLR1 TLR2	ACTB ACTG1 ATP6V1D C3 CALR CD14 CTSS FCGR1A FCGR2B FCGR3A NCF2 TUBA1B TUBA4A TUBB		ACTG1 CD14 CD36 CLEC7A CORO1A CYBB FCGR3A HLA-A HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 MARCO MRC1 NCF1 NCF2 TUBB2A TUBB4B		ACTB ACTG1 ATP6V1D C3 CALR CORO1A CTSS HLA-A HLA-DQA1 NCF1 TUBA1A TUBA1B TUBB TUBB2A TUBB4B		ACTB ACTG1 CALR NCF2			CD14 MARCO OLR1 TLR2 TUBA1B	HLA-DPA1 HLA-DRB1 OLR1		ACTG1 CD14 FCGR1A FCGR3A HLA-DMA HLA-DQB1 MARCO TUBA1A TUBA1B TUBA4A TUBB TUBB4B	ACTB ACTG1 ATP6V1D C3 CALR CD14 CTSS CYBB FCGR1A FCGR2A FCGR3A HLA-A HLA-DQA1 HLA-DQB1 HLA-DRB1 MARCO MRC1 MSR1 NCF1 NCF2 OLR1 TLR2 TUBA1B TUBA4A TUBB TUBB2A	ACTB ACTG1 CD14 CORO1A HLA-DMA HLA-DMB MARCO TFRC TLR2 TUBA1A TUBB	ACTB ATP6V1D CD36 FCGR2A HLA-A HLA-DMB MSR1 TAP1 TUBB2A		ATP6V1D CD14 FCGR2B HLA-DPA1 HLA-DRA HLA-DRB1	CD36 HLA-DPA1 HLA-DPB1 HLA-DRB1 HLA-DRB5 HLA-E MRC1 TAP1	ACTB ATP6V1D CD36 HLA-A HLA-DMB HLA-E MSR1 TAP1	FCGR3A HLA-DPB1 HLA-DRB5 HLA-E OLR1 TAP1		CLEC7A FCGR2B NCF2 TUBA1A TUBB	CD14 CD36 FCGR3A MSR1 NCF1 TAP1 TFRC TUBA4A	FCGR1A FCGR3A MSR1 TAP1 TUBB			FCGR2A HLA-DMA HLA-DMB HLA-DPA1 HLA-DRB1 HLA-E MRC1 NCF1 NCF2 TUBA1A	FCGR1A FCGR3A MARCO MSR1 TUBA4A	ACTB CYBB FCGR1A MRC1 MSR1 TUBA1B	CD14 CORO1A FCGR2A FCGR3A HLA-E MARCO MRC1 MSR1 NCF2 TFRC TLR2 TUBA4A	C3 CLEC7A HLA-DPB1 NCF2 TUBA4A TUBB	CALR HLA-DRB1	ATP6V1D C3 CALR CD14 CTSS CYBB FCGR2A FCGR3A HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 HLA-E OLR1 TLR2 TUBA1B TUBA4A TUBB2A	HLA-DQA1 HLA-DQB1 TUBB2A		CD14 HLA-DMA MARCO NCF1	FCGR2A HLA-DMB NCF1 OLR1			CLEC7A CYBB HLA-DPA1 OLR1	CTSS TUBA4A TUBB	ATP6V1D C3 CALR CD14 CD36 CTSS CYBB FCGR2A FCGR3A HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 HLA-E NCF1 OLR1 TLR2 TUBA1B TUBB2A TUBB4B			CALR CD36 HLA-A HLA-DQA1 HLA-DQB1 HLA-DRA HLA-E TAP1 TUBB2A TUBB4B	ACTB ATP6V1D C3 CD14 CLEC7A CYBB FCGR2A FCGR2B FCGR3A HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 HLA-DRB5 MARCO NCF2 OLR1 TFRC TLR2 TUBA1B TUBA4A	CD14 CLEC7A CORO1A CYBB FCGR2A FCGR2B HLA-DPA1 HLA-DPB1 HLA-DRA MARCO MRC1 NCF1 OLR1 TLR2 TUBA1A TUBB	ATP6V1D C3 CALR CD14 CD36 CYBB FCGR2A FCGR2B FCGR3A HLA-A HLA-DMB HLA-DPB1 HLA-DQA1 HLA-E MARCO MRC1 NCF1 NCF2 OLR1 TAP1 TLR2 TUBA1B TUBB2A TUBB4B			CTSS CYBB FCGR3A HLA-A HLA-DRA MARCO NCF2 OLR1	ACTB ACTG1 ATP6V1D C3 CD36 CORO1A FCGR2A HLA-A HLA-DMB HLA-E MRC1 MSR1 NCF1 TAP1 TUBA1A TUBA1B TUBB2A TUBB4B	ATP6V1D CD14 CD36 CLEC7A CYBB FCGR2B HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 MARCO MRC1 OLR1	CTSS CYBB HLA-DMB	ACTB ACTG1 ATP6V1D CALR CD36 CORO1A HLA-A HLA-E MRC1 MSR1 NCF1 TUBA1B TUBB2A TUBB4B		ACTB HLA-DMA HLA-DMB TUBA1A TUBB	HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1		ACTG1 ATP6V1D CD36 HLA-E NCF2 TUBB		ACTB C3 CD36 FCGR2A HLA-A HLA-DQA1 HLA-E MRC1 MSR1 NCF1 TAP1 TUBA1A TUBA1B TUBB2A TUBB4B	CD36 FCGR2A HLA-A MSR1 NCF1 TAP1 TUBB2A	C3 CALR HLA-A HLA-E MSR1 TAP1 TLR2 TUBA1B	C3 CALR HLA-DMA HLA-DMB HLA-E MRC1 NCF2 TAP1 TLR2	CD14 HLA-DPA1 HLA-DPB1 MRC1		ACTB ACTG1 CLEC7A CYBB HLA-DRA MRC1 TUBA1A	CD14 TFRC TUBA1A						ACTG1 TUBA1A TUBA1B TUBB		C3 CALR FCGR1A HLA-DMA HLA-DMB HLA-E NCF1 NCF2 OLR1		HLA-A HLA-E TAP1 TUBB TUBB2A		C3 CORO1A CTSS FCGR1A TFRC TUBA4A TUBB TUBB4B		C3 TUBA4A TUBB TUBB4B		ACTB ACTG1 TUBA1A TUBB TUBB4B			FCGR1A TLR2	CD14 FCGR2B MARCO OLR1 TLR2		ACTB ACTG1	CALR CD36 HLA-A NCF1 OLR1				CD36 HLA-DPA1 OLR1		TUBA1B TUBB4B
Phosphatidylinositol_signaling_system																																																																																						CALM1 CALM3																																								
Phototransduction					CALM2 CALM3																CALM1 CALM3									CALM2 CALM3																																																								CALM1 CALM3		CALM1 CALM3																																	CALM2 CALM3					
Porphyrin_and_chlorophyll_metabolism					ALAS1 BLVRB							ALAS1 BLVRA BLVRB						BLVRB FTH1																																																																	ALAS1 BLVRB FTH1														ALAS1 FTH1		ALAS1 BLVRA								ALAS1 BLVRA																			
Primary_bile_acid_biosynthesis																																																	ACOX2 CYP27A1																																									ACOX2 CYP27A1																																				
Primary_immunodeficiency												CD40 PTPRC TAP1																						ADA IL7R									ADA CD40 IL7R TAP1			CD40 IL7R TAP1	CD40 IL7R TAP1	CD40 TAP1			CD40 PTPRC TAP1	CD40 TAP1																					CD40 IL7R TAP1			ADA CD40 IL7R PTPRC TAP1				ADA IL7R TAP1										ADA CD40 IL7R TAP1	ADA CD40 IL7R TAP1	ADA IL7R TAP1	ADA IL7R TAP1																					CD40 IL7R												
Prion_diseases			C1QC IL1B PRKACB			HSPA5 IL1B STIP1				C1QB IL1B PRKACB												HSPA5 STIP1					C1QA C1QB C1QC CCL5 IL1B	C1QA HSPA5 STIP1								C1QB C1QC	C1QC CCL5 IL1B	C1QA CCL5			C1QA C1QB C1QC HSPA5 IL1B PRKACB STIP1	C1QC IL1B			C1QA C1QB C1QC			C1QC CCL5					C1QA IL1B								C1QA C1QB C1QC HSPA5 IL1B PRKACB STIP1							C1QA IL1B		C1QA C1QB C1QC CCL5 HSPA1A PRKACB STIP1				C1QA C1QB C1QC HSPA5 IL1B STIP1	C1QA C1QB C1QC IL1B	C1QA C1QB C1QC CCL5 HSPA1A HSPA5 IL1B PRKACB STIP1				CCL5 HSPA5 PRKACB STIP1	C1QA C1QB HSPA1A IL1B PRKACB					C1QA C1QB		HSPA1A HSPA5					C1QB CCL5 HSPA5 IL1B PRKACB STIP1	C1QA C1QB C1QC IL1B				IL1B PRKACB STIP1							CCL5 HSPA1A HSPA5 IL1B PRKACB STIP1				C1QA STIP1																	
Progesterone-mediated_oocyte_maturation																																																																																					HSP90AA1 HSP90AB1																		HSP90AA1 HSP90AB1														HSP90AA1 PRKACB									
Propanoate_metabolism																					ACAT2 LDHB											ACAT2 ALDH2																																																																																														
Prostate_cancer						CCND1 CDKN1A GSTP1 HSP90AA1 HSP90AB1				ATF4 CDKN1A HSP90AB1 NFKB1 NFKBIA						CDKN1A MDM2									CCND1 CDKN1A GSTP1 HSP90AA1 HSP90AB1			CCND1 CDKN1A HSP90AA1 HSP90AB1 HSP90B1												CDKN1A HSP90AA1 HSP90AB1	CCND1 GSTP1 HSP90AA1 HSP90AB1 HSP90B1 MDM2 NFKBIA										ATF4 CCND1 CDKN1A CTNNB1 GSTP1				ATF4 NFKB1 NFKBIA														CCND1 CDKN1A GSTP1 HSP90AA1 HSP90AB1																HSP90AA1 HSP90AB1	HSP90AB1 HSP90B1											HSP90AB1 MDM2					CCND1 CDKN1A GSTP1	HSP90AA1 HSP90AB1 HSP90B1				ATF4 HSP90AA1 HSP90AB1	ATF4 CTNNB1	CDKN1A HSP90AA1 HSP90AB1								HSP90AA1 NFKBIA								CDKN1A HSP90AA1 HSP90AB1	
Proteasome							PSMA4 PSME1								PSMA4 PSMB9			PSME1 PSME2												PSMA7 PSMB9 PSME1													PSMA4 PSMB9 PSME1 PSME2			PSMA4 PSMB9 PSME1 PSME2	PSMA4 PSMB9 PSME1 PSME2	PSMB9 PSME1	PSMB9 PSME1 PSME2		PSMA4 PSMB9 PSME2																						PSMA4 PSMB9 PSME1 PSME2										PSMA4 PSMA7 PSMB9 PSME1 PSME2					PSMA4 PSME1 PSME2			PSMA4 PSMB9 PSME1 PSME2				PSMA4 PSMB9 PSME1										PSMA7 PSME1 PSME2		PSMA4 PSMB9														PSMA4 PSME1 PSME2					
Protein_digestion_and_absorption																																																		ATP1B1 SLC3A2																																																																												
Protein_processing_in_endoplasmic_reticulum						DDIT3 DNAJA1 DNAJC1 HERPUD1 HSP90AA1 HSP90AB1 HSPA5 PDIA6 UBE2D1																HSPA5 HSPA8 UBE2D1						CALR DDIT3 DNAJC1 HSP90AA1 HSP90AB1 HSP90B1 HSPA5 HSPA8 PDIA6																													HSP90B1 HSPA5 PDIA6												DNAJC1 HSP90AA1 HSP90AB1																HSP90AA1 HSP90AB1	HSP90AB1 HSP90B1						CALR DNAJA1 HERPUD1 HSP90B1 HSPA8 NFE2L2 PDIA6 UBE2D1	CALR DNAJA1 HERPUD1 HSP90AA1 HSP90AB1 HSPA5 NFE2L2 PDIA6 UBE2D1										HSP90AA1 HSP90AB1 HSP90B1 HSPA5 PDIA6				ATF4 DNAJA1 DNAJC1 HSP90AA1 HSP90AB1 HSPA8		HSP90AA1 HSP90AB1 HSPA8 NFE2L2 UBE2D1		DDIT3 HSP90AA1 HSP90AB1 HSPA8 PDIA6															
