	AHR	ARID3A	ARID5B	ARNT	ASCL2	ATF3	ATF4	ATF5	BATF	BATF3	BBX	BCL11A	BHLHE41	CDC5L	CEBPD	CEBPG	CEBPZ	CREB3	CREB3L2	CREM	CUX1	DBP	DDIT3	DNMT1	DNTTIP1	EGR2	EPAS1	ETS2	ETV5	FOS	FOXO3	GTF3A	HBP1	HES6	HIF1A	HLX	HMG20B	HMGA1	HMGN3	IRF1	IRF2	IRF3	IRF5	IRF7	IRF8	IRF9	JUN	JUNB	JUND	KLF10	KLF3	KLF6	LCORL	LYL1	MAFB	MAFF	MBD2	MECP2	MEF2A	MITF	MSANTD3	MSC	MTF1	MTF2	MXD1	MXD4	NFAT5	NFE2L1	NFE2L2	NFIC	NFKB1	NFKB2	NR1H3	NR3C1	PKNOX1	PLSCR1	POU2F2	PPARG	RBPJ	REL	RELA	RELB	RREB1	RUNX1	SNAI3	SOX4	SP3	STAT1	STAT2	STAT3	STAT4	STAT5A	TCF4	TCF7L2	TFDP2	TFEB	TFEC	TGIF1	THAP1	TSC22D1	XBP1	XPA	YBX1	YBX3	YY1	ZBTB43	ZEB2	ZHX1	ZNF143	ZNF267	ZNF274	ZNF281	ZNF322	ZNF350	ZNF37A	ZNF385A	ZNF394	ZNF444	ZNF580	ZNF75A	ZNF780A
Type_II_interferon_signaling_(IFNG)		IFI6 IFNGR2 IRF1 ISG15 STAT1	IFNGR2 IL1B		IFNGR2 ISG15 OAS1 SOCS3 STAT1	CYBB IFNGR1 IL1B	IFIT2 IRF1 ISG15			ICAM1 IFNGR2 IL1B IRF1 SOCS3		CYBB EIF2AK2 IFI6 IFIT2 IFNGR1 IRF1 ISG15 STAT1							IRF1 STAT1		IFIT2 OAS1 STAT1	CYBB ICAM1 IL1B						CYBB GBP1 ICAM1 IFNGR1 IFNGR2 IL1B SOCS3		CYBB EIF2AK2 IFIT2 ISG15 STAT1					IFNGR2 IL1B SOCS3 STAT2	GBP1 OAS1		CYBB IFI6 IFNGR1 IL1B IRF1 ISG15		EIF2AK2 GBP1 ICAM1 IFI6 IFIT2 IFNGR2 ISG15 OAS1 SOCS3 STAT1 STAT2			EIF2AK2 GBP1 IFI6 IFIT2 ISG15 OAS1 STAT1 STAT2	EIF2AK2 GBP1 ICAM1 IFI6 IFIT2 IFNGR2 IRF1 ISG15 OAS1 SOCS3 STAT1 STAT2	GBP1 IFI6 ISG15 OAS1	EIF2AK2 GBP1 IFI6 IFIT2 IFNGR2 ISG15 OAS1 SOCS3 STAT1 STAT2		EIF2AK2 IFI6 IFNGR1 ISG15 SOCS3 STAT1												IFI6 IFNGR2 STAT1		ICAM1 OAS1 SOCS3					CYBB IFNGR1 IL1B		CYBB GBP1 IFI6 IFNGR1 IFNGR2 IRF1 ISG15 OAS1 SOCS3			EIF2AK2 ICAM1 IFI6 IFIT2 IFNGR2 IRF1 OAS1 SOCS3 STAT1	CYBB IFNGR1 IL1B	CYBB IFNGR2 IL1B	CYBB GBP1 ICAM1 IFI6 IFIT2 IFNGR1 IFNGR2 IL1B IRF1 ISG15 OAS1 SOCS3 STAT2	ICAM1 IFI6 ISG15 OAS1	CYBB ICAM1 IFIT2 IFNGR1 IFNGR2 IL1B OAS1 SOCS3	GBP1 IFIT2 IFNGR2 IRF1 ISG15 OAS1 SOCS3 STAT1	CYBB ICAM1 IFNGR2 IL1B	CYBB IFI6	ICAM1 IFI6 IFNGR2 IRF1 ISG15 OAS1 SOCS3 STAT1					GBP1 ICAM1 IFI6 IFNGR1 OAS1		EIF2AK2 GBP1 ICAM1 IFI6 IFIT2 IFNGR2 IRF1 ISG15 OAS1 SOCS3 STAT2	EIF2AK2 GBP1 ICAM1 IFI6 IFIT2 IRF1 ISG15 OAS1 STAT1 STAT2	ICAM1 IFI6 IFIT2 IFNGR2 IL1B IRF1 SOCS3 STAT1 STAT2	GBP1 ICAM1 IFIT2 IFNGR2 IL1B IRF1 ISG15 OAS1	IFNGR1 IL1B STAT1				GBP1 IFNGR2 IL1B							ICAM1 IFI6 IL1B IRF1 ISG15 STAT1					IL1B SOCS3			ICAM1 IFNGR2 IRF1 SOCS3						IFIT2 IFNGR2 ISG15 SOCS3	EIF2AK2 ICAM1 IFI6 IFNGR2 ISG15			
Vitamin_A_and_Carotenoid_Metabolism						ALDH1A1 CRABP2 SULT1A1				ALDH1A1 CD36 LPL																CRABP2 LPL SULT1A1											ALDH1A1 LPL SULT1A1		ALDH1A1 LPL																																															ALDH1A1 CD36 LPL SULT1A1														ALDH1A1 LPL							ALDH1A1 SULT1A1										CD36 CRABP2				
Vitamin_B12_Metabolism										IL1B NFKB1 SOD2												IL1B NFKB1						CCL5 IL1B NFKB1 SOD2		CCL5 NFKB2 SOD2					CCL5 IL1B SOD2	ABCA1 CCL5 SOD2							CCL5 SOD2		ABCA1 CCL5																								ABCA1 CCL5 NFKB1 NFKB2 SOD2			CCL5 NFKB1 NFKB2 SOD2			CCL5 IL1B NFKB1 NFKB2 SOD2		ABCA1 IL1B SOD2	CCL5 NFKB2 SOD2	IL1B SOD2	CCL5 NFKB2		CCL5 SOD2						CCL5 NFKB2 SOD2		IL1B NFKB2 SOD2	CCL5 IL1B NFKB2 SOD2																				CCL5 SOD2						NFKB2 SOD2				
Vitamin_D_Metabolism										CYP27A1 CYP27B1		CYP27A1 CYP27B1																										CYP27A1 CYP27B1																																																CYP27A1 CYP27B1		CYP27A1 CYP27B1												CYP27A1 CYP27B1																					
Wnt_Signaling_Pathway_and_Pluripotency	CCND1 CD44 LRRK2																																																																																																																								
mRNA_Processing																																																																																																			HNRNPH1 YBX1																						
metapathway_biotransformation		AKR1B1 CYP1B1 GSTM4 GSTP1 MGST1											AKR1B1 CYP19A1 CYP1B1 CYP27B1		AKR1B1 AKR7A2 EPHX1																																																																	CYP19A1 CYP27B1 GPX3 GSTP1 SULT1A1																			GSTM4 SULT1C2	CYP19A1 CYP27A1 CYP27B1 GSTM3 GSTP1							CYP1B1 CYP27A1 GPX3 MGST1 SULT1A1							CYP19A1 CYP27B1							
miR-targeted_genes_in_adipocytes_-_TarBase																																					CYP1B1 LPL																																																																																				
miR-targeted_genes_in_epithelium_-_TarBase											TUBA1A TUBA1B UNC93B1									CD164 PSAT1 TPM4																																																																																	MTHFD2 NCL PSAT1 TPM4 TUBA1A TUBA1B UBE2S																				
miR-targeted_genes_in_leukocytes_-_TarBase						CD164 CTSC HMGA1 PNP SH3BGRL3 TNFAIP2 TUBA1A YWHAQ				CD164 HMGA1 LPL MTHFD2 PRSS21 SH3BGRL3 SLC7A11 UNC93B1	LPL TUBA1A TUBA1B UNC93B1							CD164 LPL								CTSC HMGA1 LPL PNP POLE4 SH3BGRL3 TNFAIP2 TUBA1A TUBA1B TXNRD1 YWHAQ			CD164 HMGA1 PNP TUBA1B YWHAQ		CD164 CTSC LPL PNP TNFAIP2 TUBA1A TUBA1B YWHAQ						CD164 LPL TUBA1A TUBA1B YWHAQ													PRSS21 TNFAIP2 TUBA1B TXNRD1						CTSC HMGA1 PNP TXNRD1 YWHAQ	SH3BGRL3 TUBA1B		ANPEP CD164 CTSC HMGA1 MCL1 PNP POLE4 SH3BGRL3 TNFAIP2 TNFSF9 TUBA1B TXNRD1 UNC93B1 YWHAQ										ANPEP CD164 CTSC HMGA1 MAP3K8 MCL1 MTHFD2 POLE4 SH3BGRL3 SLC7A11 TNFAIP2 TNFSF9 TUBA1B UNC93B1 YWHAQ		SH3BGRL3 SLC7A11 TNFSF9		CD164 CTSC HMGA1 MLLT11 PNP POLE4 SH3BGRL3 TUBA1B TXNRD1 YWHAQ		CTSC HMGA1 MAP3K8 MCL1 MTHFD2 POLE4 PRSS21 SH3BGRL3 SLC7A11 TNFAIP2 TNFSF9 TUBA1B TXNRD1 UNC93B1								CD164 TUBA1A								ANPEP CD164 MAP3K8 MCL1 MTHFD2 POLE4 TNFAIP2 TNFSF9		CTSC MTHFD2 SH3BGRL3 TXNRD1 UNC93B1				HMGA1 PRSS21 TNFSF9 TXNRD1				MTHFD2 TUBA1A TUBA1B												CD164 HMGA1 PNP TNFAIP2							HMGA1 POLE4 YWHAQ	SH3BGRL3 TUBA1B
miR-targeted_genes_in_lymphocytes_-_TarBase											LPL TUBA1A TUBA1B UNC93B1									CD164 PSAT1 TPM4																																					SH3BGRL3 TPM4 TUBA1B																																						CDKN2A GSTM4 LPL TPM2 TUBA1A						MTHFD2 NCL PSAT1 TPM4 TUBA1A TUBA1B UBE2S																				
miR-targeted_genes_in_muscle_cell_-_TarBase																				CD164 PSAT1 TPM4																																												LPL RAI14				CCND1 CDKN1A CSF1 HMGA1 PDCD4 YWHAQ																													CALCOCO2 CSF1 HMGA1 PSAT1 SPARC TXNRD1				MTHFD2 NCL PSAT1 TPM4																				
miR-targeted_genes_in_squamous_cell_-_TarBase											TUBA1A TUBA1B													NCL TUBA1A TUBA1B		HMGA1 NCL PNP SH3BGRL3 TUBA1A TUBA1B TXNRD1 YWHAQ																														HMGA1 PNP TXNRD1 YWHAQ	SH3BGRL3 TUBA1B																																												NCL TUBA1A TUBA1B																				SH3BGRL3 TUBA1B
miRNA_Regulation_of_DNA_Damage_Response						BID CCND1 CDKN1A CYCS GADD45G PMAIP1											CDKN1A CYCS MDM2						CDKN1A PMAIP1			CCND1 CCND2 CDKN1A CYCS GADD45B GADD45G																						BID CCND1 CDKN1A GADD45G PMAIP1					CDKN1A CYCS PMAIP1															CCND1 CDKN1A CYCS																																																					
p38_MAPK_Signaling_Pathway																													DDIT3 HSPB1																																																															HSPB1 STAT1																	DDIT3 HSPB1												
