	Batf	Irf4	Maf	Stat3	Rorc	Fosl2	Nfe2l2	Hif1a	Ikzf3	Etv6	Kdm6b	Jmjd6	Id2	Ski	Lef1	Atf6	Trib3	Sirt2	Prkrir	Satb1	Nfatc2	Crem	Ddit3	Aes	Inhba	Zfp36l2	Egr2	Bcl11b
Spata13	0	-1.86707043371	0	0	-1.7865224606	1.76613634319	0	1.3942004313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata6	1.59130626323	1.59958399039	0	1.16526116259	-1.20042986158	1.02745701837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata7	0	0	-1.49093439988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spats2	0	1.11645159484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spen	0	0	0	0	0	0	0	0	0	0	1.78255960779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spg21	0	0	0	0	0	0	0	1.33033309393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphk2	0	0	0	0	0	0	0	0	0	-1.72828221012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spin4	0	-1.15574741804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spire1	1.49846608752	1.38136389646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spn	0	0	-1.39553201625	0	0	-1.75486111676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spns1	0	0	0	0	0	0	0	0	0	-1.36056771868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spp1	0	0	-1.15781044616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spred1	0	0	0	0	0	0	0	0	0	0	1.54070632305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spred2	0	0	0	0	0	1.97241811154	0	1.82875453982	0	0	1.79615256437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spred3	0	0	0	0	0	1.1003845192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spry1	-1.75038958023	0	0	1.87069902552	1.78612673968	0	0	0	0	0	1.8039657802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spsb2	0	0	0	0	0	0	0	1.89200053457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sptlc1	-1.7289456279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sqle	-1.62568030435	0	0	0	0	-1.69749314863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sqrdl	0	0	-1.43659042899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sqstm1	1.68299709436	1.49368148531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sra1	0	0	0	0	0	0	0	1.88008049233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srd5a3	0	0	0	0	0	0	0	0	0	0	0	-1.39352054902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srebf1	0	0	0	0	0	0	0	0	0	0	1.64923222318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srf	0	0	0	0	0	-1.28767306392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srgap3	0	-1.48255871068	-1.72082582584	0	0	1.59767554066	0	1.02778229657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srgn	0	0	0	1.81994249378	0	1.92026375993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sri	0	0	0	0	-1.23767133791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srm	0	0	0	0	0	-1.827985417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srpk2	-1.57121552402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srsf2	-1.68686617453	0	0	0	0	-1.51790503048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srsf6	-1.37898998283	0	0	0	0	-1.18766040446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srsf7	-1.08090172542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srsf9	0	0	0	0	0	0	0	0	0	0	1.60123389391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssbp4	0	0	1.83191318565	0	0	0	0	1.68426791878	0	-1.87526658464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssh1	1.64363082738	1.50116024106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssh2	0	1.91685090187	1.97355592451	1.83426534187	-1.83484694989	1.97320399298	0	0	0	-1.23327670742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssh3	0	0	0	0	0	0	1.51251056542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssrp1	0	0	0	0	0	0	0	0	0	0	1.60568699554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssu72	0	0	-1.037402162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St14	-1.10429874275	0	0	0	0	0	0	0	0	0	0	-1.45142538321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St3gal1	1.96290064033	1.91615621999	-1.93887271701	1.71722121105	1.72562521539	-1.89228658902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St3gal4	0	-1.27320988499	0	0	0	1.52613189974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St3gal6	0	-1.79353439635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St6gal1	0	-1.93302251589	1.96522992811	1.95025456315	-1.9142290295	1.9591990584	0	1.90754960997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St6galnac2	0	0	0	0	0	1.04860594061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St6galnac4	-1.72895444384	-1.82626782343	0	-1.86502245778	0	-1.80518095256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St6galnac6	0	1.58421442986	0	1.70538605732	0	-1.10130656471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St8sia1	0	0	0	0	-1.97560771225	1.95318510348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St8sia4	0	0	0	-1.25260675468	-1.15999336781	1.95797812978	0	1.4014086187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St8sia6	-1.80227836644	0	0	-1.02488709312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stam	0	0	0	0	0	0	0	0	0	0	1.46254068699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stambpl1	0	-1.77513745284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stap1	0	-1.72178237185	-1.71564916517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stard10	0	0	1.80876333335	1.18909963486	0	1.90803272101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stard4	0	0	0	0	0	0	0	1.55047402268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stat1	-1.81750943156	0	-1.82903437101	-1.91812026854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stat2	0	1.2906072072	0	-1.47252026532	0	1.30544686393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stat3	1.91814887622	1.93986723877	0	1.90317591536	0	0	0	1.73437701309	0	0	1.50312743275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stat4	0	1.97095154887	0	0	-1.88819177298	0	0	0	0	0	0	-1.72138236742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stat5a	1.67147311117	0	-1.9167193589	0	0	-1.78012007951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stat5b	1.83904253888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stat6	0	0	0	0	0	0	0	1.79866726116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stc2	-1.31053176498	0	-1.07105402179	0	0	0	0	1.85687236998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk11	0	0	0	0	0	0	0	1.63590867278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk17b	1.89083251382	0	0	1.81979446936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk25	0	0	0	0	0	0	0	1.53161268664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk38l	-1.96072155136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk39	-1.94996363782	-1.86613440368	0	-1.63382966075	-1.64200921426	0	0	1.27935107181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk40	0	0	-1.86186105641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stoml1	0	1.93302035675	-1.84649471678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stoml2	0	0	0	0	0	0	0	0	0	0	1.83402240409	1.76945844113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ston1	-1.15202547044	0	0	0	0	-1.05329082376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stra6	-1.76806427234	1.80386284362	-1.28029171285	0	0	-1.58290364765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stradb	0	0	0	0	0	0	-1.32036371178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Strn3	0	0	-1.21970402641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stt3a	-1.39000881521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx11	1.91795731309	1.91430496825	-1.88827866667	1.88839348368	1.93680473694	-1.93655564121	0	0	0	0	1.82237773108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx16	0	0	0	0	0	0	0	0	0	0	1.63391186469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx4a	0	0	0	0	0	1.4835005533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx7	0	1.06638691555	-1.15073775804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stxbp1	0	0	0	0	0	0	0	0	0	0	0	1.20274580558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stxbp5	0	0	-1.08556072055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sub1	0	0	-1.27295350507	0	-1.4465208169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sugt1	0	1.02733359273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sumf1	0	0	-1.60855828508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sun1	0	1.14615896916	-1.31318139728	0	0	0	0	1.79960901875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Surf4	0	1.67030372048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Susd3	1.83656426985	0	-1.83744963495	0	-1.6129700817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Suv420h1	0	0	0	0	0	0	0	1.67851367199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swap70	0	-1.1584441163	0	0	-1.08611537994	1.20951858727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syce2	0	1.13140324061	0	0	0	0	0	1.4320550423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syde2	0	0	0	0	0	-1.0179137117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syn1	1.82235962752	1.64862789206	-1.0979306664	1.38441799675	0	-1.80032579392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syne1	1.2601683628	1.00102001519	0	1.00309992899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syngr1	0	0	0	0	0	0	0	0	0	0	1.72570893634	1.64678219148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syngr2	-1.13989589439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synj2	0	0	-1.96429879728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synpo	-1.92204618484	0	0	0	-1.72127046736	0	0	0	0	0	0	1.37396752472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syp	0	-1.11041452078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syt11	0	0	0	1.57747561324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sytl1	0	0	0	0	0	1.84220118912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sytl3	1.91306568955	0	-1.7720274882	1.49602293496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tab2	0	1.5351093508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tacc2	-1.82272574945	0	-1.83003179818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taco1	0	0	0	0	0	0	0	0	0	0	1.6205384855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tada2a	-1.6133245466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf15	0	1.15646049408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf1c	0	0	0	0	0	0	0	0	0	-1.76573500323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf4a	0	0	0	0	0	0	0	0	0	0	1.66257893003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf4b	0	-1.55549130866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf5	-1.3535090973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf6	0	0	0	0	0	0	0	0	0	0	1.76311923577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tagap	0	-1.94474623371	-1.91956100608	-1.7662360115	0	-1.95016408529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tagap1	0	-1.90256825434	-1.87634122426	0	0	-1.38474965752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tagln2	0	0	-1.32441047017	0	0	-1.47943714546	0	0	0	0	1.80312535824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tal2	-1.35628362195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tanc1	0	1.4849609708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tank	0	0	-1.71406751933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taok1	0	0	0	1.34426421686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taok3	0	0	0	0	0	0	0	1.62433772649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tap1	-1.88007271687	0	0	-1.90631131236	0	1.740690362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tap2	-1.86910792421	0	0	-1.88822343896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tapbp	-1.83783994068	-1.91046726172	-1.85727384311	-1.76606786675	0	0	0	0	0	-1.83083054222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tapbpl	0	0	-1.92497962058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tapt1	-1.78354153343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tarsl2	1.03633259954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tasp1	0	0	0	0	0	0	0	0	0	0	1.15523474293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tatdn2	-1.01226103899	0	0	0	0	-1.23272546769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tax1bp1	0	0	-1.06200786159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taz	0	0	0	0	0	0	1.71487142007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d1	0	1.69226580375	0	0	0	0	0	1.37534254316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d13	0	0	0	0	0	0	0	0	0	-1.75061299568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d20	0	0	0	0	0	0	0	1.31449417624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d23	0	0	0	0	0	1.07325886289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d4	-1.71629745531	-1.803872164	1.30001265287	-1.24268106642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d7	0	0	-1.52825351273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbcc	0	0	0	0	0	0	-1.66141520834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbkbp1	0	0	0	-1.93840211853	0	0	0	0	0	-1.72555519509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbl1xr1	-1.94453078418	0	0	1.47963709047	0	1.89452196868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbl2	0	0	0	0	0	0	0	1.92032445102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbl3	0	0	0	0	0	-1.15043802807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbx21	1.27855413515	0	-1.10289357437	0	-1.21287427865	-1.35018069034	0	0	0	0	0	1.44880035647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbxa2r	0	0	0	0	0	1.18988332183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcea1	0	0	0	0	0	0	0	0	0	0	1.41834572348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf25	0	1.35513394297	0	0	0	0	0	1.75086362744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf3	0	0	0	0	0	0	0	0	0	0	1.88086103318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tchp	0	0	0	0	0	0	1.45534590105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcn2	0	0	0	0	-1.23947685872	1.61858965332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcp11l2	1.64831282873	0	0	1.42633076056	0	1.80261086759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdg	0	0	0	0	0	0	0	1.73211872143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdrkh	0	1.10457073383	0	1.24501838012	-1.29691795798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tec	1.99047176081	1.96685293743	0	1.67252720739	1.95860458197	0	0	1.58769497721	0	0	1.3134113451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tecpr1	1.3108871338	0	0	0	0	1.33774093117	0	1.29806863197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tecpr2	0	0	0	0	0	0	0	0	0	0	1.34118288404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tes	0	0	0	0	0	1.84816787253	0	1.60371663634	0	0	1.36120729554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tet2	0	0	-1.81229423242	0	0	0	0	1.5870284696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tet3	-1.91552027146	0	-1.75179248225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex10	-1.06352062779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex15	-1.06738009958	1.27310771892	0	1.22664042635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex2	0	0	0	0	1.93916902543	0	0	1.71210895615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex261	0	0	0	0	0	0	0	1.54361540648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex264	0	0	0	0	0	0	0	0	0	-1.2976303851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfdp1	-1.77126138494	0	0	0	0	-1.7298598076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfrc	0	0	-1.43641635269	0	0	-1.26422165133	0	1.78925267453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tg	1.99442020062	1.99802669066	-1.98111501168	0	-1.99469100968	1.97837185011	0	1.67994463144	0	1.89675438999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgds	0	0	-1.46612871928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgfb1	0	0	0	0	0	0	0	0	0	0	1.6683279407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgfb3	-1.36499536548	0	0	0	0	1.7618877777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgfbr1	-1.27744033289	-1.76252749612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgfbr2	1.88342607562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgfbr3	1.99704664203	1.98890162614	-1.95531762317	0	0	0	0	1.38314864977	0	0	1.61911219308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgm1	-1.26483004545	0	0	0	0	1.14092456981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgm2	-1.91075740389	0	0	1.95726442919	-1.88444505851	1.82181043469	0	1.47370801443	0	-1.40685863966	0	1.52238520709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgoln1	0	1.73502369485	0	1.43753687729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgtp2	-1.90647106623	-1.88059169658	0	0	0	-1.91668032816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thap2	-1.85836704752	0	-1.76393122978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thbs1	0	-1.50995016579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Them4	0	0	0	0	0	0	0	0	0	0	1.52086506659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Themis	1.86071496402	1.76742222268	-1.25861670796	1.01942639302	0	1.30816326816	0	1.3272162527	0	1.03206638078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thg1l	0	0	0	0	0	0	0	0	0	0	0	1.67591957123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thoc6	0	0	0	0	0	0	0	0	0	0	0	-1.7669974381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thoc7	0	0	-1.20862159022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thop1	0	0	0	0	0	-1.08381971164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thra	0	1.81447584281	0	1.41526310098	0	1.7380704177	1.49895038588	1.41396049137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thy1	0	-1.94059392282	-1.8925121359	0	0	-1.81275391095	0	1.84126939563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tia1	0	0	0	0	-1.7809689426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tiam1	0	0	0	1.61831717022	0	1.91224583995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ticam1	0	0	0	1.6489191793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ticam2	1.5219913823	-1.51507951446	-1.06461586005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
